participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,Real_timing_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
21VC,day1,2026-07-09T17:33:04,3,3,3,3,5,5,71,58,29,"Вспоминала ощущения от движения, иногда автоматически визуализировала",92,68,Неудобное движение; через 20 минут после начала ограничитель ползунка в правой части экрана вызывает ощущение косоглазия (отвлекает плюсик (крест) в паузе посередине)
