participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,Real_SST_ability,SST_ability,SST_difficulty,SST_TMS_distraction,SST_comments,Real_timing_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
23MM,day2,2026-07-15T17:33:45,5,7,7,7,6,5,90,67,,5,6,88,78,81,представлял как двигается фаланга и пытался почувствовать это движение в пальце,69,57,
