participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,Real_SST_ability,SST_ability,SST_difficulty,SST_TMS_distraction,SST_comments,Real_timing_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
21VC,day2,2026-07-14T16:36:19,3,3,3,2,5,5,22,40,,5,5,71,71,51,"Ощущения от перемещения, легкое напряжение, тянущее ощущение",100,50,Амплитуда движений увеличивалась при представлении движения
