participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,Real_SST_ability,SST_ability,SST_difficulty,SST_TMS_distraction,SST_comments,Real_timing_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
07IK,day2,2026-05-22T19:49:02,5,6,3,4,5,6,61,43,"Несколько ошибок было - я поторопился. Пару раз - вроде как остановил, то движение произошло из-за ТМС импульса.",6,6,67,66,78,"Воображение кинестетического образа, представление движения в суставе,  нарпяжение в мышце, работа сустава,, планирование",3,50,"Большая усталость чем во второй день. Сонливоть, количество ошибок повысилось по сравнению с днём 1 из-за потери концентрации к середине или концу записи."
