participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,Real_timing_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
17ML,day1,2026-06-17T17:37:51,4,4,4,3,5,5,63,66,57,Представлял ощущения от сокращения мышц пальца,43,53,
