participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,Real_timing_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
23MM,day1,2026-07-07T19:34:07,6,3,4,7,4,5,93,73,63,представлял образ движения пальца и пытался имитировать ощущения в пальце,14,45,
