participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,task_quality_5,task_quality_6,Real_SST_ability,SST_ability,SST_difficulty,SST_comments,TMS_distraction,SST_TMS_distraction,left_TMS_distraction,foot_TMS_distraction,comment
09TI,day3,2026-06-11T17:04:24,3,4,4,4,4,3,6,6,94,,3,54,50,50,
