participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,Real_SST_ability,SST_ability,SST_difficulty,SST_TMS_distraction,SST_comments,Real_timing_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
25IZ,day2,2026-07-20T13:38:13,5,2,4,5,3,4,50,50,,3,4,36,7,26,"представлял, как импульс идёт из головы в руку",5,50,"стало проще концентрироватья на выполнении задач, но всё также сильно устают глаза"
