participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,Real_timing_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
16ED,day1,2026-06-11T12:27:19,3,4,3,4,5,5,56,49,46,Представление ощущения палца -- разгибательного движения,17,48,
