participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,Real_SST_ability,SST_ability,SST_difficulty,SST_TMS_distraction,SST_comments,Real_timing_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
05UB,day2,2026-06-05T21:37:46,5,3,2,4,5,6,74,50,,6,4,35,41,25,Представляла напряжение в мышце и ощущения в суставе как во время реального движения,50,56,
