participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,Real_timing_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
20FG,day1,2026-07-01T21:37:06,5,4,3,3,3,7,100,100,78,"Воображение ощущений в суставе, растяжения мышцы, растяжения кожи и кожи между указательным и средним пальцами",35,80,
