participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,task_quality_5,task_quality_6,Real_SST_ability,SST_ability,SST_difficulty,SST_comments,TMS_distraction,SST_TMS_distraction,left_TMS_distraction,foot_TMS_distraction,comment
07IK,day3,2026-06-01T13:27:07,7,6,6,4,4,6,7,6,85,"опять обратил внимание, что я чувствовал когда ТМС бил синхронно - усилиение движения, когда запаздывание - ампилтуда движений была меньше.",9,41,63,57,
