participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
05UB,day1,2026-05-16T15:17:02,5,4,4,4,49,64,40,"Старалась представить как будто бы я вот-вот сделаю движение, но останавливаюсь на представлении ощущений. Представляла что я ощущаю в мышце при движении и в суставе.",25,67,
