participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,Real_timing_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
15SZ,day1,2026-06-09T18:54:03,3,3,3,3,3,2,25,23,14,Попытка представить ощущения в руке при движении указательного пальца,11,50,:P
