participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
02NS,day1,2026-05-14T21:14:16,7,6,6,5,74,97,43,"Пресдтавляла напряжение мышцы, небольшуую боль в ней при усталости. Ощущения тепла в мышце. Ощущение напряжения в ней.",10,83,Всё хорошо было!
