participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,task_quality_5,task_quality_6,Real_SST_ability,SST_ability,SST_difficulty,SST_comments,TMS_distraction,SST_TMS_distraction,left_TMS_distraction,foot_TMS_distraction,comment
25IZ,day3,2026-07-24T14:04:13,5,5,4,4,3,2,4,5,64,,6,54,50,50,"Стало проще выполнять движения\, дольше сохраняю концентрацию"
