participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,task_quality_5,task_quality_6,Real_SST_ability,SST_ability,SST_difficulty,SST_comments,TMS_distraction,SST_TMS_distraction,left_TMS_distraction,foot_TMS_distraction,comment
18EK,day3,2026-06-24T21:55:17,5,3,3,6,5,4,5,5,71,Иногда катушка подлавливала неотменённое намерение и движение (когда не нужно было) происходило из-за неё,100,43,99,100,Не люблю я эти наушники)
