participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,Real_SST_ability,SST_ability,SST_difficulty,SST_TMS_distraction,SST_comments,Real_timing_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
15SZ,day2,2026-06-23T20:51:03,4,4,3,3,5,5,79,50,Я жестко заспыпала,3,3,20,17,14,Пыталась мысленно перенести в палец ощущения сокращения мышц при его физическом движении,1,50,.-.
