participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
01AV,day1,2026-05-11T15:56:58,3,4,4,3,69,52,83,Я пытался не заснуть .,16,45,
