participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,Real_ability,SST_ability,SST_difficulty,SST_TMS_distraction,SST_comments,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
02NS,day0,2026-05-18T20:12:13,5,5,3,2,6,4,38,29,,84,72,89,"Представление об напряжении мышцы, о её утомлении и о количестве тепла, которое приливает к данной мышце.",14,86,
