participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
03AZ,day1,2026-05-14T17:10:55,5,3,1,1,65,50,34,Представляла напряжение мышцы и движения суставов.,6,81,
