participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,Real_timing_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
14AL,day1,2026-06-04T13:57:29,7,6,6,6,5,5,88,88,88,Представляла как мышцы сокращаются и суставы двигаются. И как я нажимаю на  на подушку. но пальцем не двигаю.,48,50,
