participant_id,survey_id,saved_at,task_quality_1,task_quality_2,task_quality_3,task_quality_4,Real_timing_ability,MI_timing_ability,MI_ability,MI_vividness,MI_difficulty,MI_description,TMS_distraction,TMS_amplitude,comment
18EK,day1,2026-06-17T21:27:17,4,5,3,4,4,4,25,31,19,Вспоминал ощущения в мышцах,88,50,Шум в наушниках усыпляет
